,movielens_Id,genre,imdbId,tmdbId,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,tomatoMeter,tomatoRating,tomatoConsensus,tomatoUserRating,tomatoImage,DVD,Production,tomatoFresh,Website,tomatoRotten,tomatoUserReviews,tomatoUserMeter,BoxOffice,tomatoReviews,tomatoURL,sentiment_polarity
102,3898,Action|Comedy,211938,14805.0,An ex-con is used by police to lure a criminal out of hiding.,R,True,English,Bait,"Canada, USA","Andrew Scheinman, Adam Scheinman, Tony Gilroy",39.0,5.7,Antoine Fuqua,15 Sep 2000,"Jamie Foxx, David Morse, Robert Pastorelli, Doug Hutchison",2000,"Action, Comedy, Crime",,119 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzM2MjY1OV5BMl5BanBnXkFtZTYwMTkyNjc3._V1_SX300.jpg,"9,159",tt0211938,26.0,4.2,"Even though Jamie Foxx shines in Bait, the movie suffers from music video roots and a formulaic script that strains credibility.",3.0,rotten,23 Jan 2001,Warner Bros. Pictures,21,http://movies.warnerbros.com/bait/index.html,61,11892,41.0,"$14,934,238.00",82,http://www.rottentomatoes.com/m/1100039-bait/,-0.3
104,3901,Comedy|Drama,134630,18074.0,"A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines.",R,True,English,Duets,USA,John Byrum,40.0,6.0,Bruce Paltrow,15 Sep 2000,"Lochlyn Munro, Carol Alexander, Michael Rogers, Huey Lewis",2000,"Comedy, Drama, Music",1 nomination.,112 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNTIxMjg5OV5BMl5BanBnXkFtZTcwNjIxODgyMQ@@._V1_SX300.jpg,"8,288",tt0134630,20.0,3.9,"Duets suffers from sloppy direction and stretches credibility. Also, the characters are uninteresting and it's hard to care about what happens to them.",2.9,rotten,08 May 2001,Hollywood Pictures,18,,72,10578,48.0,"$4,262,782.00",90,http://www.rottentomatoes.com/m/1100086-duets/,-0.436111111111
106,3908,Horror,192731,12212.0,A film school is the center of a fresh spate of killings based on urban legends.,R,True,English,Urban Legends: Final Cut,"USA, France","Silvio Horta (characters), Paul Harris Boardman, Scott Derrickson",16.0,4.1,John Ottman,22 Sep 2000,"Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine",2000,"Horror, Mystery, Romance",1 win &amp; 1 nomination.,97 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjc4MzA0MDQtMjI1Ni00MjAxLWJjNjctZTI5OTk3YTQ4ODQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"13,246",tt0192731,9.0,3.0,This teen horror movie brings nothing new to an already exhausted genre. And it's bad. Really bad.,2.5,rotten,26 Jun 2001,Sony Pictures Home Entertainment,7,http://www.spe.sony.com/movies/urbanlegends,73,49489,20.0,"$21,007,274.00",80,http://www.rottentomatoes.com/m/urban_legends_final_cut/,-0.332727272727
107,3909,Comedy|Romance,206420,14629.0,"Brazilian chef Isabella Oliveira moves to San Francisco when her husband, frustrated by her motion sickness, cheats on her.",R,True,"English, Portuguese",Woman on Top,USA,Vera Blasi,41.0,5.3,Fina Torres,22 Sep 2000,"Penélope Cruz, Murilo Benício, Harold Perrineau, Mark Feuerstein",2000,"Comedy, Fantasy, Romance",2 nominations.,92 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTI0MzkyOV5BMl5BanBnXkFtZTYwOTQwMzg5._V1_SX300.jpg,"8,663",tt0206420,34.0,4.7,"Despite Penelope Cruz's beauty and charm, the movie is too tepid to be a romance and too silly to be believable. And the movie is too eager to please with an ending that seems more like a cop out.",3.0,rotten,18 Dec 2001,Fox Searchlight,33,http://www.foxsearchlight.com/womanontopmovie,64,8039,43.0,"$4,513,772.00",97,http://www.rottentomatoes.com/m/woman_on_top/,0.166666666667
108,3910,Drama|Musical,168629,16.0,"An east European girl goes to America with her young son, expecting it to be like a Hollywood film.",R,True,English,Dancer in the Dark,"Denmark, Spain, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Norway",Lars von Trier,61.0,8.0,Lars von Trier,06 Oct 2000,"Björk, Catherine Deneuve, David Morse, Peter Stormare",2000,"Crime, Drama, Musical",Nominated for 1 Oscar. Another 33 wins &amp; 45 nominations.,140 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"80,881",tt0168629,68.0,6.7,"Dancer in Dark can be grim, dull, and difficult to watch, but even so, it has a powerful and moving performance from Bjork and is something quite new and visionary.",4.1,fresh,20 Mar 2001,Fine Line Features,78,http://dancerinthedark.com,37,57366,91.0,"$2,839,256.00",115,http://www.rottentomatoes.com/m/dancer_in_the_dark/,-0.250883838384
109,3915,Drama,210075,19348.0,"Diana, without her father knowing it, trains as a boxer and achieves impressive success, blazing new trails for female boxers.",R,True,"English, Spanish",Girlfight,USA,Karyn Kusama,70.0,6.8,Karyn Kusama,06 Oct 2000,"Michelle Rodriguez, Jaime Tirelli, Paul Calderon, Santiago Douglas",2000,"Drama, Sport",15 wins &amp; 16 nominations.,110 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjczMzcyOF5BMl5BanBnXkFtZTcwODg0NDYxMQ@@._V1_SX300.jpg,"8,267",tt0210075,87.0,7.3,"Michelle Rodriguez gives a compelling performance, despite lack of a boxing background; Karyn Kusama packs a punch with this directorial debut.",3.5,certified,27 Mar 2001,Screen Gems,82,http://www.sony.com/girlfight,12,11793,74.0,"$778,046.00",94,http://www.rottentomatoes.com/m/girlfight/,0.3
110,3916,Drama,210945,10637.0,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,PG,True,English,Remember the Titans,USA,Gregory Allen Howard,48.0,7.8,Boaz Yakin,29 Sep 2000,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",2000,"Biography, Drama, Sport",8 wins &amp; 17 nominations.,113 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTA2MDc0OF5BMl5BanBnXkFtZTYwMTg4MDY2._V1_SX300.jpg,"163,688",tt0210945,73.0,6.3,"An inspirational crowd-pleaser with a healthy dose of social commentary, Remember the Titans may be predictable, but it's also well-crafted and features terrific performances.",3.9,fresh,20 Mar 2001,Walt Disney Pictures,96,http://disney.go.com/disneypictures/rememberthetitans/index.html,36,577424,93.0,"$114,297,071.00",132,http://www.rottentomatoes.com/m/remember_the_titans/,0.166666666667
111,3943,Comedy,215545,24664.0,"A frustrated African-American TV writer proposes a blackface minstrel show in protest, but to his chagrin it becomes a hit.",R,True,English,Bamboozled,USA,Spike Lee,50.0,6.5,Spike Lee,20 Oct 2000,"Damon Wayans, Savion Glover, Jada Pinkett Smith, Tommy Davidson",2000,"Comedy, Drama, Music",1 win &amp; 9 nominations.,135 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODIzMjUyMV5BMl5BanBnXkFtZTYwNzEyMzY3._V1_SX300.jpg,"8,794",tt0215545,48.0,5.5,Bamboozled is too heavy-handed in its satire and comes across as more messy and overwrought than biting.,3.6,rotten,17 Apr 2001,New Line Cinema,47,http://www.bamboozledmovie.com,50,8223,74.0,"$1,883,628.00",97,http://www.rottentomatoes.com/m/bamboozled/,0.15
112,3946,Action|Drama|Thriller,208988,10461.0,"Years ago, Jack Carter left his Seattle home to become a Las Vegas mob casino financial enforcer. He returns for the funeral of his brother Richard 'Richie' after a car crash during a storm...",R,True,English,Get Carter,USA,"Ted Lewis (novel), David McKenna (screenplay)",24.0,5.1,Stephen Kay,06 Oct 2000,"Sylvester Stallone, Miranda Richardson, Rachael Leigh Cook, Rhona Mitra",2000,"Action, Crime, Drama",3 nominations.,102 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMDk3Njg3NF5BMl5BanBnXkFtZTYwNTIzMzU3._V1_SX300.jpg,"27,647",tt0208988,12.0,3.6,"A remake that doesn't approach the standard of the original, Get Carter will likely leave viewers confused and unsatisfied. Also, reviews are mixed concerning Stallone's acting.",2.5,rotten,13 Feb 2001,Warner Bros. Pictures,7,http://www.getcartermovie.com,53,29794,27.0,"$14,551,088.00",60,http://www.rottentomatoes.com/m/1100569-get_carter/,-0.00416666666667
113,3948,Comedy,212338,1597.0,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",PG-13,True,"English, Thai, Spanish, Hebrew, French",Meet the Parents,USA,"Greg Glienna, Mary Ruth Clarke, Greg Glienna (story), Mary Ruth Clarke (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)",73.0,7.0,Jay Roach,06 Oct 2000,"Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner",2000,"Comedy, Romance",Nominated for 1 Oscar. Another 7 wins &amp; 14 nominations.,108 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"264,675",tt0212338,84.0,6.9,"Despite sometimes sitcom-like execution, Meet the Parents is a hilarious look at familial relationships that works mostly because the chemistry between its two leads is so effective.",3.6,certified,06 Mar 2001,Universal Pictures,122,http://www.universalpictures.com/meettheparents,24,1055845,79.0,"$164,454,835.00",146,http://www.rottentomatoes.com/m/meet_the_parents/,0.533333333333
114,3949,Drama,180093,641.0,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,R,True,English,Requiem for a Dream,USA,"Hubert Selby Jr. (based on the book by), Hubert Selby Jr. (screenplay), Darren Aronofsky (screenplay)",68.0,8.4,Darren Aronofsky,15 Dec 2000,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans",2000,Drama,Nominated for 1 Oscar. Another 32 wins &amp; 61 nominations.,102 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODMzODYwOF5BMl5BanBnXkFtZTcwODM2NjA2NQ@@._V1_SX300.jpg,"586,332",tt0180093,78.0,7.4,"Though the movie may be too intense for some to stomach, the wonderful performances and the bleak imagery are hard to forget.",4.1,certified,22 May 2001,Artisan Entertainment,104,http://www.requiemforadream.com,29,326475,93.0,"$2,546,851.00",133,http://www.rottentomatoes.com/m/requiem_for_a_dream/,-0.0229166666667
116,3952,Drama|Thriller,208874,6521.0,"Senator Laine Hanson is a contender for US Vice President, but information and disinformation about her past surfaces that threatens to de-rail her confirmation.",R,True,English,The Contender,"USA, Germany, UK",Rod Lurie,59.0,7.0,Rod Lurie,13 Oct 2000,"Gary Oldman, Joan Allen, Jeff Bridges, Christian Slater",2000,"Drama, Thriller",Nominated for 2 Oscars. Another 1 win &amp; 20 nominations.,126 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BYTIzYTA5MDEtY2I0OS00OGJhLTlmMDctZWRlMGRjYzAxZDQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"20,703",tt0208874,76.0,6.7,"Critics say this political thriller is solidly made, with top-notch performances, screenplay, and direction for about two third of the film. Unfortunately, the ending almost tank the whole movie.",3.5,certified,27 Feb 2001,Dreamworks Distribution,98,http://www.thecontender-thefilm.com,31,8176,73.0,"$16,120,906.00",129,http://www.rottentomatoes.com/m/1100998-contender/,0.116666666667
117,3953,Comedy|Romance,205271,10763.0,"Dr. Sullivan Travis ""Dr. T."" is a wealthy Dallas gynecologist for some of the wealthiest women in Texas who finds his idealist life beginning to fall apart starting when his wife, Kate, ...",R,True,"English, German, Spanish",Dr. T &amp; the Women,"USA, Germany",Anne Rapp,64.0,4.6,Robert Altman,13 Oct 2000,"Richard Gere, Helen Hunt, Farrah Fawcett, Laura Dern",2000,"Comedy, Drama, Romance",3 nominations.,122 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTk3NTM4Ml5BMl5BanBnXkFtZTcwMDYzNjk0MQ@@._V1_SX300.jpg,"15,742",tt0205271,57.0,5.7,"In terms of quality, Dr. T and the Women is one of Altman's good-but-not-great films. In typical Altman style, it features some great ensemble acting, including a wonderful performance by Richard Gere.",2.3,rotten,23 Oct 2001,Artisan Entertainment,61,http://www.drtandthewomen.com,46,15143,20.0,"$12,115,208.00",107,http://www.rottentomatoes.com/m/dr_t_and_the_women/,0.408333333333
118,3955,Comedy,213790,16888.0,The Saturday Night Live character gets a big screen treatment.,R,True,English,The Ladies Man,USA,"Tim Meadows, Dennis McNicholas, Andrew Steele",22.0,5.1,Reginald Hudlin,13 Oct 2000,"Tim Meadows, Karyn Parsons, Billy Dee Williams, John Witherspoon",2000,Comedy,1 nomination.,84 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BYTBjNzU5YmQtN2JhNi00ODA4LTg5MDctMmVhYTQwOTE5OTA2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"10,886",tt0213790,11.0,3.2,The Ladies Man joins the growing list of mediocre movies based on SNL skits. It just doesn't have enough material to last the length of the movie.,2.6,rotten,17 Apr 2001,Paramount Pictures,8,http://www.ladiesmanmovie.com,65,21146,42.0,"$13,384,928.00",73,http://www.rottentomatoes.com/m/1101029-ladies_man/,-0.166666666667
122,3969,Drama,223897,10647.0,,PG-13,True,English,Pay It Forward,USA,"Catherine Ryan Hyde (book), Leslie Dixon (screenplay)",40.0,7.2,Mimi Leder,20 Oct 2000,"Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr",2000,Drama,1 win &amp; 4 nominations.,123 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI3ODI5NDEwMl5BMl5BanBnXkFtZTYwNDYyMjU3._V1_SX300.jpg,"97,334",tt0223897,40.0,5.0,"Pay It Forward has strong performances from Spacey, Hunt, and Osment, but the movie itself is too emotionally manipulative and the ending is bad.",3.5,rotten,15 May 2001,Warner Bros. Pictures,51,http://www.payitforward.com,77,274878,77.0,"$32,801,029.00",128,http://www.rottentomatoes.com/m/pay_it_forward/,-0.0888888888889
124,3975,Comedy|Drama,219952,10783.0,A television weatherman scams a local lottery.,R,True,English,Lucky Numbers,"France, USA",Adam Resnick,31.0,5.0,Nora Ephron,27 Oct 2000,"John Travolta, Lisa Kudrow, Tim Roth, Ed O'Neill",2000,"Comedy, Crime",1 win &amp; 1 nomination.,105 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExOTYzNjc2MF5BMl5BanBnXkFtZTcwNzI0ODUyMQ@@._V1_SX300.jpg,"8,660",tt0219952,22.0,4.0,"Nora Ephron's attempt at dark comedy is an uneven product, both in terms of the direction and the acting. The characters are unlikable to the point where you don't care what happens to them, and Ephron condescends to the material.",2.5,rotten,20 Mar 2001,Paramount Pictures,21,http://www.luckynumbersmovie.com,75,9762,18.0,"$9,534,013.00",96,http://www.rottentomatoes.com/m/lucky_numbers/,-0.116666666667
125,3977,Action|Comedy,160127,4327.0,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",PG-13,True,"English, German, Finnish, Japanese, Cantonese",Charlie's Angels,"USA, Germany","Ryan Rowe, Ed Solomon, John August, Ivan Goff (TV series), Ben Roberts (TV series)",52.0,5.5,McG,03 Nov 2000,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray",2000,"Action, Adventure, Comedy",13 wins &amp; 27 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMGI1NTM5MTItNDcxMS00YTIwLTg1NjUtNzE5ZGE5NDkxMmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"147,149",tt0160127,68.0,6.2,"Mixing tongue-in-cheek cheesecake with glossy action set pieces, Charlie's Angels is slick and resonably fun despite its lack of originality.",2.9,fresh,11 Dec 2001,Columbia Pictures,96,http://www.spe.sony.com/movies/jump/charliesangels.html,46,728789,45.0,"$124,420,707.00",142,http://www.rottentomatoes.com/m/charlies_angels/,0.05
126,3978,Drama|Romance,146984,4958.0,A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.,PG-13,True,English,The Legend of Bagger Vance,USA,"Steven Pressfield (novel), Jeremy Leven (screenplay)",47.0,6.7,Robert Redford,03 Nov 2000,"Will Smith, Matt Damon, Charlize Theron, Bruce McGill",2000,"Drama, Fantasy, Sport",2 wins &amp; 10 nominations.,126 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMTA5MTMzN15BMl5BanBnXkFtZTcwODU0MzkyMQ@@._V1_SX300.jpg,"45,980",tt0146984,43.0,5.2,"Despite the talent involved in The Legend of Bagger Vance, performances are hindered by an inadequate screenplay full of flat characters and bad dialogue. Also, not much happens, and some critics are offended by how the film glosses over issues of racism.",3.2,rotten,03 Apr 2001,DreamWorks SKG,55,http://www.cannery.com/thelegendofbaggervance,74,50930,65.0,"$30,366,277.00",129,http://www.rottentomatoes.com/m/legend_of_bagger_vance/,-0.135
127,3979,Comedy,185431,9678.0,"After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",PG-13,True,English,Little Nicky,USA,"Tim Herlihy, Adam Sandler, Steven Brill",38.0,5.3,Steven Brill,10 Nov 2000,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans",2000,"Comedy, Fantasy",7 nominations.,90 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_SX300.jpg,"81,742",tt0185431,22.0,3.9,"Despite the presence of a large, talented cast, the jokes in Little Nicky are dumb, tasteless, and not that funny, and Adam Sandler's character is grating to watch.",3.0,rotten,24 Apr 2001,New Line Cinema,25,http://www.littlenicky.com,90,460013,56.0,"$38,542,597.00",115,http://www.rottentomatoes.com/m/little_nicky/,0.000297619047619
130,3982,Drama,197096,77434.0,"In LA's Fairfax district, where ethnic groups abound, four households celebrate Thanksgiving amidst family tensions. In the Nguyen family, the children's acculturation and immigrant parents...",PG-13,True,"English, Spanish, Vietnamese, Yiddish",What's Cooking?,"UK, USA","Gurinder Chadha, Paul Mayeda Berges",57.0,7.1,Gurinder Chadha,01 Dec 2000,"Mercedes Ruehl, Victor Rivers, Douglas Spain, Maria Carmen",2000,"Comedy, Drama, Romance",1 win &amp; 3 nominations.,109 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTc2NjA3OV5BMl5BanBnXkFtZTcwMDk1NTc0MQ@@._V1_SX300.jpg,"2,281",tt0197096,52.0,5.5,"What's Cooking? is well-acted, but the scenes sometimes sink into melodrama as characters scream at each other, and the movie as a whole is too lightweight and forgettable.",3.4,rotten,10 Apr 2001,Trimark Pictures,34,http://www.whatscookingthefilm.com,32,1508,64.0,"$660,140.00",66,http://www.rottentomatoes.com/m/whats_cooking/,-0.18125
131,3986,Action|Sci-Fi|Thriller,216216,8452.0,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,PG-13,True,English,The 6th Day,USA,"Cormac Wibberley, Marianne Wibberley",49.0,5.9,Roger Spottiswoode,17 Nov 2000,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker",2000,"Action, Mystery, Sci-Fi",8 nominations.,123 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1OTU5OTU2MV5BMl5BanBnXkFtZTYwMjMxMDk2._V1_SX300.jpg,"100,945",tt0216216,41.0,5.2,"This offering from Arnold Schwarzenegger contains an intriguing, disturbing premise, but the film's execution is too routine and formulaic to make good use of it.",2.7,rotten,27 Mar 2001,Columbia Pictures,47,http://www.spe.sony.com/movies/the6thday/index.html,69,125703,32.0,"$33,813,823.00",116,http://www.rottentomatoes.com/m/sixth_day/,0.125
